year,support,municipality,canton,party
1999,0.494,4317,AG,11
2003,0.499,4317,AG,11
2007,0.415,4317,AG,11
2011,0.437,4317,AG,11
2015,0.568,4317,AG,11
1975,0.437,987,BE,2
1979,0.524,987,BE,11
1983,0.359,987,BE,2
1987,0.358,987,BE,11
1991,0.273,987,BE,11
1995,0.368,987,BE,11
1999,0.339,987,BE,11
2003,0.454,987,BE,11
2007,0.528,987,BE,11
2011,0.501,987,BE,11
2015,0.626,987,BE,11
1975,0.304,97,ZH,2
1979,0.319,97,ZH,2
1983,0.277,97,ZH,2
1987,0.222,97,ZH,11
1991,0.267,97,ZH,11
1995,0.339,97,ZH,11
1999,0.436,97,ZH,11
2003,0.488,97,ZH,11
2007,0.484,97,ZH,11
2011,0.441,97,ZH,11
2015,0.47,97,ZH,11
1975,0.646,881,BE,11
1979,0.788,881,BE,11
1983,0.612,881,BE,11
1987,0.551,881,BE,11
1991,0.592,881,BE,11
1995,0.542,881,BE,11
1999,0.493,881,BE,11
2003,0.516,881,BE,11
2007,0.621,881,BE,11
2011,0.374,881,BE,11
2015,0.47,881,BE,11
1975,0.364,2859,BL,2
1979,0.339,2859,BL,2
1983,0.35,2859,BL,2
1987,0.346,2859,BL,11
1991,0.286,2859,BL,11
1995,0.297,2859,BL,11
1999,0.43,2859,BL,11
2003,0.448,2859,BL,11
2007,0.513,2859,BL,11
2011,0.385,2859,BL,11
2015,0.401,2859,BL,11
1975,0.373,2860,BL,11
1979,0.353,2860,BL,11
1983,0.307,2860,BL,2
1987,0.324,2860,BL,11
1991,0.273,2860,BL,11
1995,0.296,2860,BL,11
1999,0.32,2860,BL,2
2003,0.357,2860,BL,11
2007,0.397,2860,BL,11
2011,0.321,2860,BL,11
2015,0.4,2860,BL,11
1975,0.332,4206,AG,2
1979,0.358,4206,AG,2
1983,0.335,4206,AG,2
1987,0.288,4206,AG,9
1991,0.208,4206,AG,2
1995,0.248,4206,AG,2
1999,0.332,4206,AG,11
2003,0.369,4206,AG,11
2007,0.396,4206,AG,11
2011,0.389,4206,AG,11
2015,0.417,4206,AG,11
1975,0.419,853,BE,2
1979,0.502,853,BE,11
1983,0.514,853,BE,11
1987,0.467,853,BE,11
1991,0.41,853,BE,11
1995,0.363,853,BE,11
1999,0.355,853,BE,11
2003,0.403,853,BE,11
2007,0.474,853,BE,11
2011,0.436,853,BE,11
2015,0.491,853,BE,11
1975,0.386,139,ZH,9
1979,0.459,139,ZH,9
1983,0.441,139,ZH,9
1987,0.423,139,ZH,9
1991,0.389,139,ZH,9
1995,0.392,139,ZH,9
1999,0.333,139,ZH,9
2003,0.319,139,ZH,11
2007,0.326,139,ZH,11
2011,0.294,139,ZH,11
2015,0.293,139,ZH,11
1975,0.31,178,ZH,11
1979,0.311,178,ZH,11
1983,0.246,178,ZH,9
1987,0.275,178,ZH,11
1991,0.306,178,ZH,11
1995,0.339,178,ZH,11
1999,0.406,178,ZH,11
2003,0.458,178,ZH,11
2007,0.451,178,ZH,11
2011,0.401,178,ZH,11
2015,0.428,178,ZH,11
1975,0.356,6637,GE,9
1979,0.415,6637,GE,9
1983,0.402,6637,GE,9
1987,0.412,6637,GE,9
1991,0.286,6637,GE,9
1995,0.266,6637,GE,9
1999,0.351,6637,GE,9
2003,0.203,6637,GE,9
2007,0.214,6637,GE,11
2011,0.243,6637,GE,9
2015,0.311,6637,GE,9
1975,0.71,1098,LU,8
1979,0.686,1098,LU,8
1983,0.681,1098,LU,8
1987,0.666,1098,LU,8
1991,0.675,1098,LU,8
1995,0.496,1098,LU,8
1999,0.486,1098,LU,8
2003,0.44,1098,LU,8
2007,0.425,1098,LU,8
2011,0.419,1098,LU,8
2015,0.356,1098,LU,8
1975,0.987,3103,AI,8
1979,0.987,3103,AI,8
1983,0.942,3103,AI,8
1987,0.881,3103,AI,8
1991,0.997,3103,AI,8
1995,0.797,3103,AI,8
1999,0.712,3103,AI,8
2003,0.709,3103,AI,8
2007,0.841,3103,AI,8
2011,0.768,3103,AI,8
2015,0.748,3103,AI,8
1975,0.594,3256,SG,8
1979,0.606,3256,SG,8
1983,0.549,3256,SG,8
1987,0.489,3256,SG,8
1991,0.43,3256,SG,8
1995,0.355,3256,SG,8
1999,0.348,3256,SG,8
2003,0.433,3256,SG,11
2007,0.492,3256,SG,11
2011,0.397,3256,SG,8
2015,0.439,3256,SG,11
1975,0.233,118,ZH,9
1979,0.241,118,ZH,9
1983,0.195,118,ZH,8
1987,0.176,118,ZH,9
1991,0.15,118,ZH,9
1995,0.223,118,ZH,11
1999,0.312,118,ZH,11
2003,0.351,118,ZH,11
2007,0.361,118,ZH,11
2011,0.3,118,ZH,11
2015,0.314,118,ZH,11
1975,0.452,393,BE,11
1979,0.515,393,BE,11
1983,0.47,393,BE,11
1987,0.489,393,BE,11
1991,0.545,393,BE,11
1995,0.498,393,BE,11
1999,0.477,393,BE,11
2003,0.637,393,BE,11
2007,0.537,393,BE,11
2011,0.478,393,BE,6
2015,0.358,393,BE,6
1975,0.546,340,BE,11
1979,0.46,340,BE,11
1983,0.487,340,BE,11
1987,0.465,340,BE,11
1991,0.446,340,BE,11
1995,0.502,340,BE,11
1999,0.467,340,BE,11
2003,0.466,340,BE,11
2007,0.468,340,BE,11
2011,0.393,340,BE,11
2015,0.5,340,BE,11
1975,0.382,2555,SO,2
1979,0.412,2555,SO,9
1983,0.376,2555,SO,2
1987,0.351,2555,SO,9
1991,0.283,2555,SO,9
1995,0.298,2555,SO,2
1999,0.346,2555,SO,2
2003,0.309,2555,SO,2
2007,0.21,2555,SO,8
2011,0.2,2555,SO,2
2015,0.24,2555,SO,2
1975,0.626,3788,GR,11
1979,0.441,3788,GR,11
1983,0.51,3788,GR,11
1987,0.422,3788,GR,11
1991,0.411,3788,GR,11
1995,0.467,3788,GR,11
1999,0.623,3788,GR,11
2003,0.569,3788,GR,11
2007,0.449,3788,GR,11
2011,0.346,3788,GR,11
2015,0.309,3788,GR,6
1975,0.57,843,BE,11
1979,0.556,843,BE,11
1983,0.567,843,BE,11
1987,0.542,843,BE,11
1991,0.541,843,BE,11
1995,0.468,843,BE,11
1999,0.41,843,BE,11
2003,0.479,843,BE,11
2007,0.546,843,BE,11
2011,0.514,843,BE,11
2015,0.529,843,BE,11
1975,0.973,6288,VS,8
1979,0.869,6288,VS,8
1983,0.768,6288,VS,8
1987,0.771,6288,VS,8
1991,0.908,6288,VS,8
1995,0.862,6288,VS,8
1999,0.874,6288,VS,8
2003,0.836,6288,VS,8
2007,0.626,6288,VS,8
2011,0.725,6288,VS,8
2015,0.751,6288,VS,8
1975,0.964,6289,VS,8
1979,0.946,6289,VS,8
1983,0.907,6289,VS,8
1987,0.926,6289,VS,8
1991,0.901,6289,VS,8
1995,0.902,6289,VS,8
1999,0.819,6289,VS,8
2003,0.741,6289,VS,8
2007,0.701,6289,VS,8
2011,0.654,6289,VS,8
2015,0.722,6289,VS,8
1975,0.986,6290,VS,8
1979,0.807,6290,VS,8
1983,0.909,6290,VS,8
1987,0.903,6290,VS,8
1991,0.895,6290,VS,8
1995,0.828,6290,VS,8
1999,0.795,6290,VS,8
2003,0.816,6290,VS,8
2007,0.641,6290,VS,8
2011,0.714,6290,VS,8
2015,0.788,6290,VS,8
1975,0.944,6291,VS,8
1979,0.903,6291,VS,8
1983,0.695,6291,VS,8
1987,0.749,6291,VS,8
1991,0.767,6291,VS,8
1995,0.779,6291,VS,8
1999,0.714,6291,VS,8
2003,0.756,6291,VS,8
2007,0.591,6291,VS,8
2011,0.531,6291,VS,8
2015,0.638,6291,VS,8
1975,0.964,1406,OW,8
1979,0.964,1406,OW,8
1983,0.915,1406,OW,8
1987,0.474,1406,OW,8
1991,0.966,1406,OW,8
1995,0.93,1406,OW,8
2003,0.691,1406,OW,8
2007,0.362,1406,OW,8
2011,0.606,1406,OW,7
2015,0.7,1406,OW,7
1975,0.417,4283,AG,2
1979,0.49,4283,AG,2
1983,0.474,4283,AG,2
1987,0.302,4283,AG,2
1991,0.244,4283,AG,2
1995,0.253,4283,AG,11
1999,0.398,4283,AG,11
2003,0.426,4283,AG,11
2007,0.453,4283,AG,11
2011,0.435,4283,AG,11
2015,0.522,4283,AG,11
1975,0.767,3672,GR,11
1979,0.6,3672,GR,11
1983,0.717,3672,GR,11
1987,0.674,3672,GR,11
1991,0.551,3672,GR,11
1995,0.536,3672,GR,11
1999,0.567,3672,GR,11
2003,0.626,3672,GR,11
2007,0.576,3672,GR,11
2011,0.441,3672,GR,6
2015,0.398,3672,GR,6
1975,0.396,746,BE,2
1979,0.371,746,BE,2
1983,0.358,746,BE,11
1987,0.282,746,BE,2
1991,0.251,746,BE,2
1995,0.295,746,BE,2
1999,0.296,746,BE,2
2003,0.32,746,BE,2
2007,0.398,746,BE,11
2011,0.374,746,BE,11
2015,0.427,746,BE,11
1975,0.55,3581,GR,8
1979,0.428,3581,GR,8
1983,0.446,3581,GR,8
1987,0.376,3581,GR,8
1991,0.312,3581,GR,8
1995,0.359,3581,GR,8
1999,0.334,3581,GR,2
2003,0.336,3581,GR,11
2007,0.326,3581,GR,11
2011,0.263,3581,GR,8
2015,0.305,3581,GR,8
1975,0.414,706,BE,11
1979,0.326,706,BE,11
1983,0.349,706,BE,11
1987,0.272,706,BE,9
1991,0.387,706,BE,11
1995,0.418,706,BE,11
1999,0.453,706,BE,11
2003,0.323,706,BE,11
2007,0.356,706,BE,11
2011,0.423,706,BE,11
2015,0.565,706,BE,11
1975,0.4,6757,JU,8
1979,0.501,6757,JU,8
1983,0.284,6757,JU,8
1987,0.387,6757,JU,8
1991,0.436,6757,JU,8
1995,0.507,6757,JU,8
1999,0.479,6757,JU,8
2003,0.446,6757,JU,8
2007,0.345,6757,JU,2
2011,0.399,6757,JU,2
2015,0.253,6757,JU,8
1975,0.541,6140,VS,8
1979,0.505,6140,VS,8
1983,0.584,6140,VS,8
1987,0.647,6140,VS,8
1991,0.546,6140,VS,8
1995,0.663,6140,VS,8
1999,0.502,6140,VS,8
2003,0.416,6140,VS,8
2007,0.422,6140,VS,8
2011,0.348,6140,VS,8
2015,0.425,6140,VS,8
1975,0.642,2041,FR,8
1979,0.477,2041,FR,8
1983,0.493,2041,FR,8
1987,0.492,2041,FR,8
1991,0.511,2041,FR,8
1995,0.536,2041,FR,8
1999,0.455,2041,FR,8
2003,0.367,2041,FR,8
2007,0.339,2041,FR,8
2011,0.292,2041,FR,8
2015,0.283,2041,FR,11
1975,0.372,6414,NE,2
1979,0.369,6414,NE,2
1983,0.383,6414,NE,9
1987,0.334,6414,NE,2
1991,0.332,6414,NE,2
1995,0.308,6414,NE,9
1999,0.316,6414,NE,2
2003,0.321,6414,NE,2
2007,0.273,6414,NE,2
2011,0.376,6414,NE,9
2015,0.294,6414,NE,9
1975,0.687,5535,VD,8
1979,0.669,5535,VD,8
1983,0.518,5535,VD,8
1987,0.477,5535,VD,8
1991,0.381,5535,VD,8
1995,0.269,5535,VD,8
1999,0.189,5535,VD,2
2003,0.21,5535,VD,11
2007,0.224,5535,VD,11
2011,0.306,5535,VD,11
2015,0.284,5535,VD,11
1975,0.429,6459,NE,9
1979,0.412,6459,NE,9
1983,0.435,6459,NE,9
1987,0.422,6459,NE,9
1991,0.372,6459,NE,9
1995,0.352,6459,NE,9
1999,0.316,6459,NE,9
2003,0.278,6459,NE,9
2007,0.235,6459,NE,2
2011,0.389,6459,NE,9
2015,0.386,6459,NE,9
1975,0.695,6758,JU,8
1979,0.731,6758,JU,8
1983,0.555,6758,JU,8
1987,0.709,6758,JU,8
1991,0.644,6758,JU,8
1995,0.633,6758,JU,8
1999,0.725,6758,JU,8
2003,0.667,6758,JU,8
2007,0.34,6758,JU,8
2011,0.469,6758,JU,8
2015,0.465,6758,JU,8
1975,0.294,5727,VD,1
1979,0.27,5727,VD,1
1983,0.359,5727,VD,9
1987,0.231,5727,VD,9
1991,0.235,5727,VD,2
1995,0.217,5727,VD,2
1999,0.204,5727,VD,2
2003,0.246,5727,VD,11
2007,0.259,5727,VD,11
2011,0.294,5727,VD,11
2015,0.312,5727,VD,11
1975,0.251,5434,VD,9
1979,0.326,5434,VD,9
1983,0.305,5434,VD,9
1987,0.391,5434,VD,9
1991,0.324,5434,VD,9
1995,0.3,5434,VD,9
1999,0.378,5434,VD,9
2003,0.244,5434,VD,9
2007,0.169,5434,VD,9
2011,0.222,5434,VD,11
2015,0.324,5434,VD,9
1975,0.467,6155,VS,9
1979,0.401,6155,VS,8
1983,0.42,6155,VS,9
1987,0.443,6155,VS,8
1991,0.42,6155,VS,8
1995,0.388,6155,VS,8
1999,0.349,6155,VS,8
2003,0.291,6155,VS,11
2007,0.333,6155,VS,8
2011,0.322,6155,VS,9
2015,0.315,6155,VS,9
1975,0.424,443,BE,2
1979,0.431,443,BE,2
1983,0.375,443,BE,2
1987,0.329,443,BE,2
1991,0.348,443,BE,9
1995,0.286,443,BE,9
1999,0.381,443,BE,2
2003,0.302,443,BE,7
2007,0.286,443,BE,2
2011,0.264,443,BE,2
2015,0.327,443,BE,11
1975,0.272,5888,VD,9
1979,0.27,5888,VD,9
1983,0.316,5888,VD,9
1987,0.301,5888,VD,9
1991,0.304,5888,VD,9
1995,0.245,5888,VD,9
1999,0.28,5888,VD,9
2003,0.218,5888,VD,9
2007,0.19,5888,VD,11
2011,0.211,5888,VD,2
2015,0.367,5888,VD,9
1975,0.473,6246,VS,8
1979,0.54,6246,VS,8
1983,0.518,6246,VS,8
1987,0.583,6246,VS,8
1991,0.533,6246,VS,8
1995,0.535,6246,VS,8
1999,0.487,6246,VS,8
2003,0.472,6246,VS,8
2007,0.368,6246,VS,8
2011,0.388,6246,VS,8
2015,0.416,6246,VS,8
1975,0.28,5435,VD,11
1979,0.328,5435,VD,11
1983,0.244,5435,VD,11
1987,0.234,5435,VD,9
1991,0.275,5435,VD,11
1995,0.271,5435,VD,11
1999,0.22,5435,VD,11
2003,0.251,5435,VD,11
2007,0.295,5435,VD,2
2011,0.329,5435,VD,11
2015,0.281,5435,VD,11
1975,0.463,2335,FR,8
1979,0.406,2335,FR,8
1983,0.379,2335,FR,8
1987,0.453,2335,FR,11
1991,0.421,2335,FR,11
1995,0.382,2335,FR,8
1999,0.325,2335,FR,8
2003,0.27,2335,FR,11
2007,0.336,2335,FR,11
2011,0.272,2335,FR,11
2015,0.304,2335,FR,11
1975,0.657,6087,VS,8
1979,0.677,6087,VS,8
1983,0.631,6087,VS,8
1987,0.681,6087,VS,8
1991,0.635,6087,VS,8
1995,0.638,6087,VS,8
1999,0.658,6087,VS,8
2003,0.636,6087,VS,8
2007,0.604,6087,VS,8
2011,0.47,6087,VS,8
2015,0.515,6087,VS,8
1975,0.453,6217,VS,8
1979,0.551,6217,VS,8
1983,0.508,6217,VS,8
1987,0.554,6217,VS,8
1991,0.482,6217,VS,8
1995,0.481,6217,VS,8
1999,0.488,6217,VS,8
2003,0.41,6217,VS,8
2007,0.402,6217,VS,8
2011,0.337,6217,VS,8
2015,0.381,6217,VS,8
1975,0.503,5436,VD,9
1979,0.479,5436,VD,9
1983,0.426,5436,VD,9
1987,0.38,5436,VD,9
1991,0.362,5436,VD,9
1995,0.25,5436,VD,9
1999,0.318,5436,VD,11
2003,0.318,5436,VD,9
2007,0.387,5436,VD,11
2011,0.477,5436,VD,11
2015,0.372,5436,VD,11
1975,0.298,5646,VD,9
1979,0.328,5646,VD,9
1983,0.369,5646,VD,9
1987,0.32,5646,VD,9
1991,0.246,5646,VD,9
1995,0.226,5646,VD,11
1999,0.239,5646,VD,9
2003,0.268,5646,VD,11
2007,0.26,5646,VD,11
2011,0.243,5646,VD,11
2015,0.312,5646,VD,9
1975,0.472,5610,VD,9
1979,0.361,5610,VD,7
1983,0.323,5610,VD,9
1987,0.358,5610,VD,9
1991,0.363,5610,VD,9
1995,0.263,5610,VD,2
1999,0.312,5610,VD,9
2003,0.28,5610,VD,9
2007,0.278,5610,VD,2
2011,0.296,5610,VD,2
2015,0.358,5610,VD,9
1975,0.281,5648,VD,9
1979,0.297,5648,VD,9
1983,0.343,5648,VD,9
1987,0.34,5648,VD,9
1991,0.276,5648,VD,9
1995,0.308,5648,VD,9
1999,0.321,5648,VD,9
2003,0.241,5648,VD,9
2007,0.276,5648,VD,11
2011,0.245,5648,VD,11
2015,0.366,5648,VD,9
1975,0.385,5568,VD,2
1979,0.371,5568,VD,9
1983,0.362,5568,VD,9
1987,0.35,5568,VD,2
1991,0.37,5568,VD,2
1995,0.381,5568,VD,2
1999,0.365,5568,VD,2
2003,0.304,5568,VD,2
2007,0.355,5568,VD,2
2011,0.343,5568,VD,2
2015,0.292,5568,VD,2
1975,0.352,4851,TG,11
1979,0.353,4851,TG,11
1983,0.359,4851,TG,11
1987,0.307,4851,TG,11
1991,0.354,4851,TG,11
1995,0.37,4851,TG,11
1999,0.458,4851,TG,11
2003,0.519,4851,TG,11
2007,0.474,4851,TG,11
2011,0.396,4851,TG,11
2015,0.418,4851,TG,11
1975,0.649,2152,FR,8
1979,0.602,2152,FR,8
1983,0.745,2152,FR,8
1987,0.607,2152,FR,8
1991,0.51,2152,FR,8
1995,0.44,2152,FR,8
1999,0.477,2152,FR,8
2003,0.363,2152,FR,8
2007,0.327,2152,FR,8
2011,0.252,2152,FR,11
2015,0.319,2152,FR,8
1975,0.81,6113,VS,8
1979,0.856,6113,VS,8
1983,0.807,6113,VS,8
1987,0.847,6113,VS,8
1991,0.802,6113,VS,8
1995,0.792,6113,VS,8
1999,0.765,6113,VS,8
2003,0.839,6113,VS,8
2007,0.681,6113,VS,8
2011,0.677,6113,VS,8
2015,0.68,6113,VS,8
1975,0.4,4441,TG,2
1979,0.473,4441,TG,2
1983,0.325,4441,TG,2
1987,0.265,4441,TG,2
1991,0.243,4441,TG,2
1995,0.33,4441,TG,2
1999,0.29,4441,TG,11
2003,0.398,4441,TG,11
2007,0.408,4441,TG,11
2011,0.328,4441,TG,11
2015,0.394,4441,TG,11
1975,0.483,6218,VS,8
1979,0.474,6218,VS,8
1983,0.455,6218,VS,8
1987,0.447,6218,VS,8
1991,0.442,6218,VS,8
1995,0.41,6218,VS,9
1999,0.375,6218,VS,8
2003,0.421,6218,VS,8
2007,0.432,6218,VS,8
2011,0.315,6218,VS,8
2015,0.295,6218,VS,9
1975,0.323,3786,GR,11
1979,0.307,3786,GR,2
1983,0.35,3786,GR,2
1987,0.287,3786,GR,8
1991,0.221,3786,GR,9
1995,0.284,3786,GR,11
1999,0.332,3786,GR,2
2003,0.324,3786,GR,2
2007,0.306,3786,GR,2
2011,0.221,3786,GR,6
2015,0.238,3786,GR,11
1975,0.647,3752,GR,8
1979,0.728,3752,GR,8
1983,0.688,3752,GR,8
1987,0.566,3752,GR,8
1991,0.461,3752,GR,8
1995,0.394,3752,GR,11
1999,0.389,3752,GR,8
2003,0.392,3752,GR,8
2007,0.457,3752,GR,8
2011,0.376,3752,GR,11
2015,0.448,3752,GR,11
1975,0.405,3835,GR,8
1979,0.533,3835,GR,11
1983,0.462,3835,GR,8
1987,0.385,3835,GR,2
1991,0.392,3835,GR,2
1995,0.428,3835,GR,8
1999,0.521,3835,GR,8
2003,0.383,3835,GR,2
2007,0.369,3835,GR,2
2011,0.292,3835,GR,2
2015,0.352,3835,GR,11
1975,0.461,5017,TI,8
1979,0.39,5017,TI,9
1983,0.452,5017,TI,9
1987,0.428,5017,TI,8
1991,0.421,5017,TI,9
1995,0.374,5017,TI,9
1999,0.343,5017,TI,9
2003,0.348,5017,TI,9
2007,0.376,5017,TI,9
2011,0.365,5017,TI,9
2015,0.338,5017,TI,9
1975,0.45,3810,GR,11
1979,0.432,3810,GR,11
1983,0.5,3810,GR,8
1987,0.483,3810,GR,2
1991,0.545,3810,GR,8
1995,0.88,3810,GR,8
1999,0.816,3810,GR,8
2003,0.418,3810,GR,8
2007,0.464,3810,GR,2
2011,0.492,3810,GR,11
2015,0.472,3810,GR,11
1975,0.47,3296,SG,8
1979,0.439,3296,SG,8
1983,0.405,3296,SG,8
1987,0.418,3296,SG,8
1991,0.357,3296,SG,8
1995,0.265,3296,SG,8
1999,0.273,3296,SG,11
2003,0.336,3296,SG,11
2007,0.352,3296,SG,11
2011,0.282,3296,SG,11
2015,0.317,3296,SG,11
1975,0.486,4076,AG,8
1979,0.514,4076,AG,8
1983,0.478,4076,AG,8
1987,0.349,4076,AG,8
1991,0.272,4076,AG,8
1995,0.268,4076,AG,8
1999,0.322,4076,AG,11
2003,0.324,4076,AG,11
2007,0.355,4076,AG,11
2011,0.391,4076,AG,11
2015,0.429,4076,AG,11
1975,0.97,1407,OW,8
1979,0.944,1407,OW,8
1983,0.869,1407,OW,8
1987,0.44,1407,OW,8
1991,0.933,1407,OW,8
1995,0.946,1407,OW,8
2003,0.686,1407,OW,8
2007,0.348,1407,OW,8
2011,0.576,1407,OW,7
2015,0.656,1407,OW,7
1975,0.421,6638,GE,9
1979,0.403,6638,GE,9
1983,0.387,6638,GE,9
1987,0.369,6638,GE,9
1991,0.277,6638,GE,9
1995,0.248,6638,GE,9
1999,0.277,6638,GE,9
2003,0.186,6638,GE,9
2007,0.206,6638,GE,11
2011,0.246,6638,GE,9
2015,0.273,6638,GE,9
1975,0.654,1371,SZ,8
1979,0.711,1371,SZ,8
1983,0.659,1371,SZ,8
1987,0.492,1371,SZ,8
1991,0.454,1371,SZ,8
1995,0.331,1371,SZ,8
1999,0.465,1371,SZ,11
2003,0.529,1371,SZ,11
2007,0.547,1371,SZ,11
2011,0.436,1371,SZ,11
2015,0.488,1371,SZ,11
1975,0.226,5437,VD,9
1979,0.283,5437,VD,9
1983,0.321,5437,VD,9
1987,0.33,5437,VD,9
1991,0.315,5437,VD,9
1995,0.255,5437,VD,9
1999,0.244,5437,VD,9
2003,0.354,5437,VD,11
2007,0.485,5437,VD,11
2011,0.43,5437,VD,11
2015,0.377,5437,VD,11
1975,0.323,449,BE,9
1979,0.361,449,BE,7
1983,0.287,449,BE,7
1987,0.28,449,BE,9
1991,0.249,449,BE,7
1995,0.236,449,BE,7
1999,0.346,449,BE,2
2003,0.346,449,BE,7
2007,0.291,449,BE,11
2011,0.31,449,BE,11
2015,0.378,449,BE,11
1975,0.618,6722,JU,8
1979,0.554,6722,JU,8
1983,0.363,6722,JU,8
1987,0.58,6722,JU,8
1991,0.533,6722,JU,8
1995,0.529,6722,JU,8
1999,0.573,6722,JU,8
2003,0.644,6722,JU,8
2007,0.355,6722,JU,8
2011,0.41,6722,JU,8
2015,0.316,6722,JU,8
1975,0.493,707,BE,11
1979,0.317,707,BE,11
1983,0.36,707,BE,11
1987,0.312,707,BE,9
1991,0.351,707,BE,11
1995,0.39,707,BE,11
1999,0.46,707,BE,11
2003,0.447,707,BE,11
2007,0.46,707,BE,11
2011,0.591,707,BE,11
2015,0.59,707,BE,11
1975,0.462,6265,VS,8
1979,0.42,6265,VS,8
1983,0.4,6265,VS,8
1987,0.514,6265,VS,8
1991,0.535,6265,VS,8
1995,0.409,6265,VS,8
1999,0.394,6265,VS,8
2003,0.433,6265,VS,8
2007,0.37,6265,VS,8
2011,0.298,6265,VS,8
2015,0.281,6265,VS,8
1975,0.339,5611,VD,9
1979,0.356,5611,VD,9
1983,0.349,5611,VD,9
1987,0.304,5611,VD,9
1991,0.309,5611,VD,9
1995,0.279,5611,VD,9
1999,0.278,5611,VD,9
2003,0.215,5611,VD,9
2007,0.194,5611,VD,11
2011,0.218,5611,VD,2
2015,0.371,5611,VD,9
1975,0.436,5221,TI,8
1979,0.452,5221,TI,8
1983,0.475,5221,TI,8
1987,0.524,5221,TI,8
1991,0.428,5221,TI,8
1995,0.383,5221,TI,8
1999,0.349,5221,TI,8
2003,0.339,5221,TI,8
2007,0.308,5221,TI,8
2011,0.267,5221,TI,8
2015,0.25,5221,TI,8
1975,0.925,591,BE,11
1979,0.744,591,BE,11
1983,0.718,591,BE,11
1987,0.676,591,BE,11
1991,0.674,591,BE,11
1995,0.501,591,BE,11
1999,0.511,591,BE,11
2003,0.519,591,BE,11
2007,0.57,591,BE,11
2011,0.525,591,BE,11
2015,0.553,591,BE,11
1975,0.385,6141,VS,9
1979,0.38,6141,VS,9
1983,0.384,6141,VS,9
1987,0.449,6141,VS,9
1991,0.62,6141,VS,9
1995,0.631,6141,VS,9
1999,0.331,6141,VS,9
2003,0.284,6141,VS,9
2007,0.249,6141,VS,9
2011,0.285,6141,VS,9
2015,0.296,6141,VS,11
1975,0.394,2939,SH,2
1979,0.404,2939,SH,2
1983,0.399,2939,SH,2
1987,0.441,2939,SH,2
1991,0.398,2939,SH,2
1995,0.445,2939,SH,2
1999,0.406,2939,SH,9
2003,0.471,2939,SH,2
2007,0.393,2939,SH,2
2011,0.416,2939,SH,2
2015,0.39,2939,SH,11
1975,0.314,4207,AG,2
1979,0.34,4207,AG,2
1983,0.359,4207,AG,2
1987,0.259,4207,AG,11
1991,0.257,4207,AG,11
1995,0.271,4207,AG,11
1999,0.352,4207,AG,11
2003,0.38,4207,AG,11
2007,0.384,4207,AG,11
2011,0.388,4207,AG,11
2015,0.399,4207,AG,11
1975,0.952,906,BE,11
1979,0.949,906,BE,11
1983,0.939,906,BE,11
1987,0.907,906,BE,11
1991,0.863,906,BE,11
1995,0.824,906,BE,11
1999,0.864,906,BE,11
2003,0.823,906,BE,11
2007,0.841,906,BE,11
2011,0.746,906,BE,11
2015,0.754,906,BE,11
1975,0.661,3315,SG,8
1979,0.738,3315,SG,8
1983,0.659,3315,SG,8
1987,0.582,3315,SG,8
1991,0.538,3315,SG,8
1995,0.528,3315,SG,8
1999,0.382,3315,SG,11
2003,0.419,3315,SG,11
2007,0.418,3315,SG,11
2011,0.389,3315,SG,11
2015,0.405,3315,SG,11
1975,0.585,3638,GR,11
1979,0.444,3638,GR,2
1983,0.4,3638,GR,2
1987,0.366,3638,GR,11
1991,0.39,3638,GR,2
1995,0.367,3638,GR,11
1999,0.346,3638,GR,2
2003,0.397,3638,GR,11
2007,0.376,3638,GR,11
2011,0.274,3638,GR,11
2015,0.286,3638,GR,11
1975,0.736,1213,UR,9
1979,0.415,1213,UR,7
1983,0.882,1213,UR,9
1987,0.91,1213,UR,9
1991,0.948,1213,UR,9
1995,0.881,1213,UR,9
1999,0.828,1213,UR,9
2003,0.355,1213,UR,9
2007,0.876,1213,UR,9
2011,0.8,1213,UR,9
2015,0.565,1213,UR,11
1975,0.753,786,BE,11
1979,0.725,786,BE,11
1983,0.602,786,BE,11
1987,0.642,786,BE,11
1991,0.609,786,BE,11
1995,0.688,786,BE,11
1999,0.695,786,BE,11
2003,0.546,786,BE,11
2007,0.563,786,BE,11
2011,0.455,786,BE,11
2015,0.549,786,BE,11
1975,0.911,708,BE,11
1979,0.857,708,BE,11
1983,0.663,708,BE,11
1987,0.431,708,BE,11
1991,0.765,708,BE,11
1995,0.76,708,BE,11
1999,0.696,708,BE,11
2003,0.521,708,BE,11
2007,0.472,708,BE,11
2011,0.437,708,BE,11
2015,0.588,708,BE,11
1975,0.738,1099,LU,8
1979,0.621,1099,LU,8
1983,0.688,1099,LU,8
1987,0.59,1099,LU,8
1991,0.582,1099,LU,8
1995,0.404,1099,LU,8
1999,0.462,1099,LU,8
2003,0.32,1099,LU,8
2007,0.308,1099,LU,8
2011,0.277,1099,LU,11
2015,0.3,1099,LU,11
1975,0.33,4113,AG,11
1979,0.395,4113,AG,2
1983,0.379,4113,AG,11
1987,0.303,4113,AG,11
1991,0.307,4113,AG,11
1995,0.322,4113,AG,11
1999,0.466,4113,AG,11
2003,0.411,4113,AG,11
2007,0.486,4113,AG,11
2011,0.396,4113,AG,11
2015,0.421,4113,AG,11
1975,0.492,747,BE,11
1979,0.507,747,BE,11
1983,0.429,747,BE,11
1987,0.409,747,BE,11
1991,0.323,747,BE,11
